%time,field.header.seq,field.header.stamp,field.header.frame_id,field.poses0.position.x,field.poses0.position.y,field.poses0.position.z,field.poses0.orientation.x,field.poses0.orientation.y,field.poses0.orientation.z,field.poses0.orientation.w,field.poses1.position.x,field.poses1.position.y,field.poses1.position.z,field.poses1.orientation.x,field.poses1.orientation.y,field.poses1.orientation.z,field.poses1.orientation.w,field.poses2.position.x,field.poses2.position.y,field.poses2.position.z,field.poses2.orientation.x,field.poses2.orientation.y,field.poses2.orientation.z,field.poses2.orientation.w
1539699408798007011,16,1539699408798007011,map,-0.000821463621647,-1.14930770534e-05,0.0,0.0,0.0,-5.25381068423e-05,0.0,-0.000275595370196,0.000534293168315,0.0,0.0,0.0,0.000401627345659,0.0,-0.0013673318731,-0.000557279322422,0.0,0.0,0.0,-0.000506703559343,0.0
1539699408865343094,17,1539699408865343094,map,-0.000805221220686,-1.34977164521e-05,0.0,0.0,0.0,-1.28804757719e-05,0.0,-0.00026846459619,0.000523181208738,0.0,0.0,0.0,0.000450263823405,0.0,-0.00134197784518,-0.000550176641642,0.0,0.0,0.0,-0.000476024774949,0.0
1539699408931677818,18,1539699408931677818,map,-0.000866574232461,-3.11533077737e-05,0.0,0.0,0.0,-0.00030663703186,0.0,-0.000233126313428,0.00060218383669,0.0,0.0,0.0,0.000176438896356,0.0,-0.00150002215149,-0.000664490452237,0.0,0.0,0.0,-0.000789712960075,0.0
1539699408998873949,19,1539699408998873949,map,-0.000954766876017,-2.67929587683e-05,0.0,0.0,0.0,-0.000216080306022,0.0,-0.000261832224284,0.000666018752237,0.0,0.0,0.0,0.000287074317349,0.0,-0.00164770152775,-0.000719604669773,0.0,0.0,0.0,-0.000719234929393,0.0
1539699409064594507,20,1539699409064594507,map,-0.000945372190145,-3.34247966327e-05,0.0,0.0,0.0,-0.000342873438145,0.0,-0.000252437538412,0.000659386914372,0.0,0.0,0.0,0.000160281185226,0.0,-0.00163830684188,-0.000726236507638,0.0,0.0,0.0,-0.000846028061516,0.0
1539699409132305384,21,1539699409132305384,map,-0.000826194475022,-3.36974195785e-05,0.0,0.0,0.0,-0.000286844677315,0.0,-0.00015483968597,0.0006375614473,0.0,0.0,0.0,0.000236175140124,0.0,-0.00149754926407,-0.000704956286457,0.0,0.0,0.0,-0.000809864494754,0.0
1539699409198137522,22,1539699409198137522,map,-0.00090331375304,-2.0746411729e-05,0.0,0.0,0.0,-5.18323997413e-05,0.0,-0.000196296559535,0.000686164339408,0.0,0.0,0.0,0.000473707762119,0.0,-0.00161033094654,-0.000727657162866,0.0,0.0,0.0,-0.000577372561602,0.0
1539699409265450478,23,1539699409265450478,map,-0.000885134187069,-2.3221734363e-05,0.0,0.0,0.0,-0.00017405951523,0.0,-0.000178116993564,0.000683689016774,0.0,0.0,0.0,0.00035148064663,0.0,-0.00159215138057,-0.0007301324855,0.0,0.0,0.0,-0.000699599677091,0.0
1539699409331743240,24,1539699409331743240,map,-0.000843101679063,-3.43591011593e-05,0.0,0.0,0.0,-0.000287224837644,0.0,-0.000159581450322,0.000649064572204,0.0,0.0,0.0,0.000255398446199,0.0,-0.0015266219078,-0.000717782774523,0.0,0.0,0.0,-0.000829848121487,0.0
1539699409398850203,25,1539699409398850203,map,-0.0010298883705,-4.72220580894e-05,0.0,0.0,0.0,-0.00037917698278,0.0,-0.000216152692446,0.000766380769524,0.0,0.0,0.0,0.000187736077644,0.0,-0.00184362404856,-0.000860824885703,0.0,0.0,0.0,-0.000946090043204,0.0
1539699409465043306,26,1539699409465043306,map,-0.000919804743824,-2.03298619832e-05,0.0,0.0,0.0,-8.4936926474e-05,0.0,-0.000175728388788,0.000723644185658,0.0,0.0,0.0,0.000485991102091,0.0,-0.00166388109886,-0.000764303909624,0.0,0.0,0.0,-0.000655864955039,0.0
1539699409532278538,27,1539699409532278538,map,-0.000951226802954,-9.67979619371e-06,0.0,0.0,0.0,-2.80745549851e-05,0.0,-0.000170068751786,0.000771374830935,0.0,0.0,0.0,0.000558623181077,0.0,-0.00173238485412,-0.000790734423323,0.0,0.0,0.0,-0.000614772291047,0.0
1539699409598679781,28,1539699409598679781,map,-0.000970126687563,-2.58279976046e-05,0.0,0.0,0.0,-0.00014085686895,0.0,-0.000180497851888,0.000763690700076,0.0,0.0,0.0,0.000459399196004,0.0,-0.00175975552324,-0.000815346695285,0.0,0.0,0.0,-0.000741112933904,0.0
1539699409665420294,29,1539699409665420294,map,-0.000945392645558,-3.96924304968e-05,0.0,0.0,0.0,-0.000356697462402,0.0,-0.000155763809882,0.000749826267183,0.0,0.0,0.0,0.000243558602552,0.0,-0.00173502148123,-0.000829211128177,0.0,0.0,0.0,-0.000956953527356,0.0
1539699409732148886,30,1539699409732148886,map,-0.00102901069723,-2.84119592959e-05,0.0,0.0,0.0,-0.000336074066261,0.0,-0.00022561525066,0.000774863441243,0.0,0.0,0.0,0.000284808254148,0.0,-0.00183240614381,-0.000831687359835,0.0,0.0,0.0,-0.00095695638667,0.0
1539699409798089027,31,1539699409798089027,map,-0.00106178337772,-2.76028416417e-05,0.0,0.0,0.0,-0.000302573648827,0.0,-0.00025000304256,0.000784040882073,0.0,0.0,0.0,0.000341652638652,0.0,-0.00187356371288,-0.000839246565357,0.0,0.0,0.0,-0.000946799936307,0.0
1539699409864609718,32,1539699409864609718,map,-0.00107655681324,-1.25559000124e-05,0.0,0.0,0.0,-4.19037931418e-05,0.0,-0.000265686832411,0.00079818521535,0.0,0.0,0.0,0.000607342515133,0.0,-0.00188742679408,-0.000823297015375,0.0,0.0,0.0,-0.000691150101417,0.0
1539699409931946516,33,1539699409931946516,map,-0.00105224039062,-1.8948194159e-05,0.0,0.0,0.0,-0.000170895826975,0.0,-0.000241370409785,0.000791792921204,0.0,0.0,0.0,0.0004783504813,0.0,-0.00186311037145,-0.000829689309522,0.0,0.0,0.0,-0.000820142135251,0.0
1539699410014584064,34,1539699410014584064,map,-0.00113520522905,-1.12627836863e-05,0.0,0.0,0.0,-8.75913735545e-05,0.0,-0.000273294194164,0.000850508748781,0.0,0.0,0.0,0.000578424265346,0.0,-0.00199711626394,-0.000873034316154,0.0,0.0,0.0,-0.000753607012455,0.0
1539699410065209150,35,1539699410065209150,map,-0.00110635649756,-3.36639184784e-05,0.0,0.0,0.0,-0.000340555874652,0.0,-0.000248381230015,0.000824177669734,0.0,0.0,0.0,0.000352135811581,0.0,-0.0019643317651,-0.000891505506691,0.0,0.0,0.0,-0.00103324756089,0.0
1539699410148535490,36,1539699410148535490,map,-0.00111829194832,-1.71881935711e-05,0.0,0.0,0.0,-0.000218472299125,0.0,-0.00026031668078,0.000840653394641,0.0,0.0,0.0,0.000474219387108,0.0,-0.00197626721586,-0.000875029781783,0.0,0.0,0.0,-0.000911163985358,0.0
1539699410215365171,37,1539699410215365171,map,-0.0011178828769,-3.30613113331e-05,0.0,0.0,0.0,-0.000334968040743,0.0,-0.000258054684872,0.000826633828401,0.0,0.0,0.0,0.000364019797312,0.0,-0.00197771106892,-0.000892756451067,0.0,0.0,0.0,-0.0010339558788,0.0
1539699410282123089,38,1539699410282123089,map,-0.00120446044974,-3.58892754544e-05,0.0,0.0,0.0,-0.000312997129896,0.0,-0.000335901007601,0.000832531098244,0.0,0.0,0.0,0.000410115784865,0.0,-0.00207301989187,-0.000904309649153,0.0,0.0,0.0,-0.00103611004466,0.0
1539699410348809958,39,1539699410348809958,map,-0.00125831703257,-3.30303643381e-05,0.0,0.0,0.0,-0.000216448901613,0.0,-0.000376168030585,0.000848975326207,0.0,0.0,0.0,0.000524598297373,0.0,-0.00214046603456,-0.000915036054883,0.0,0.0,0.0,-0.000957496100599,0.0
1539699410415299892,40,1539699410415299892,map,-0.00132726232714,-1.70545080409e-05,0.0,0.0,0.0,-0.000187123315031,0.0,-0.000397415365613,0.000912631075757,0.0,0.0,0.0,0.000557056458084,0.0,-0.00225710928867,-0.000946740091839,0.0,0.0,0.0,-0.000931303088146,0.0
1539699410481479406,41,1539699410481479406,map,-0.00141415162343,-2.1067417493e-05,0.0,0.0,0.0,-0.000159133658007,0.0,-0.000381713837421,0.00101118432477,0.0,0.0,0.0,0.000588516023678,0.0,-0.00244658940944,-0.00105331915975,0.0,0.0,0.0,-0.000906783339691,0.0
1539699410548798800,42,1539699410548798800,map,-0.0012585084286,-3.06235867356e-05,0.0,0.0,0.0,-0.000257939368059,0.0,-0.000340240436331,0.000887498496226,0.0,0.0,0.0,0.000509369712497,0.0,-0.00217677642087,-0.000948745669697,0.0,0.0,0.0,-0.00102524844862,0.0
1539699410614609241,43,1539699410614609241,map,-0.00124685807344,-3.51366022768e-05,0.0,0.0,0.0,-0.000358069893273,0.0,-0.000328590081166,0.000882985480685,0.0,0.0,0.0,0.000409239187284,0.0,-0.00216512606571,-0.000953258685239,0.0,0.0,0.0,-0.00112537897383,0.0
1539699410681592226,44,1539699410681592226,map,-0.00141565561606,-3.85305579054e-05,0.0,0.0,0.0,-0.000239259208365,0.0,-0.000400986757119,0.000975953212782,0.0,0.0,0.0,0.000566170805092,0.0,-0.00243032447499,-0.00105301432859,0.0,0.0,0.0,-0.00104468922182,0.0
1539699410748543024,45,1539699410748543024,map,-0.00142293459463,-2.70736856958e-05,0.0,0.0,0.0,-0.000228583262401,0.0,-0.000408265735693,0.000987410084991,0.0,0.0,0.0,0.000576846751056,0.0,-0.00243760345357,-0.00104155745638,0.0,0.0,0.0,-0.00103401327586,0.0
1539699410814530611,46,1539699410814530611,map,-0.00138416042825,-2.44021471678e-05,0.0,0.0,0.0,-0.000253904436683,0.0,-0.000369368796032,0.000990214297338,0.0,0.0,0.0,0.000559719563434,0.0,-0.00239895206046,-0.00103901859167,0.0,0.0,0.0,-0.0010675284368,0.0
1539699410881728888,47,1539699410881728888,map,-0.00148140010981,-4.05219673856e-05,0.0,0.0,0.0,-0.000343865687322,0.0,-0.000368961216849,0.00107171662496,0.0,0.0,0.0,0.000487235379237,0.0,-0.00259383900278,-0.00115276055973,0.0,0.0,0.0,-0.00117496675388,0.0
1539699410964803457,48,1539699410964803457,map,-0.00154026519963,-5.4961146926e-05,0.0,0.0,0.0,-0.000408442874337,0.0,-0.000419576918478,0.00106553319265,0.0,0.0,0.0,0.000442399312391,0.0,-0.00266095348078,-0.00117545548651,0.0,0.0,0.0,-0.00125928506107,0.0
1539699411031986475,49,1539699411031986475,map,-0.00154844133568,-2.77201514565e-05,0.0,0.0,0.0,-0.000388391066257,0.0,-0.000427753054535,0.00109277418812,0.0,0.0,0.0,0.000462451120471,0.0,-0.00266912961683,-0.00114821449104,0.0,0.0,0.0,-0.00123923325299,0.0
1539699411098760843,50,1539699411098760843,map,-0.00156880986891,-1.22834948439e-05,0.0,0.0,0.0,-0.000158636497051,0.0,-0.000446995081014,0.00110934531222,0.0,0.0,0.0,0.000714142803373,0.0,-0.00269062465681,-0.0011339123019,0.0,0.0,0.0,-0.00103141579747,0.0
1539699411164598942,51,1539699411164598942,map,-0.00155338175998,-3.24768453288e-05,0.0,0.0,0.0,-6.91538363333e-05,0.0,-0.000431566972088,0.00108915196173,0.0,0.0,0.0,0.00080362546409,0.0,-0.00267519654788,-0.00115410565239,0.0,0.0,0.0,-0.000941933136757,0.0
1539699411232188463,52,1539699411232188463,map,-0.001446580535,-4.03643117608e-05,0.0,0.0,0.0,-0.000476769043115,0.0,-0.000344513840986,0.00106152972892,0.0,0.0,0.0,0.000398571133655,0.0,-0.00254864722901,-0.00114225835244,0.0,0.0,0.0,-0.00135210921988,0.0
1539699411298765898,53,1539699411298765898,map,-0.00153456832509,-1.81125798153e-05,0.0,0.0,0.0,-0.000273033183835,0.0,-0.000394476132881,0.00112180310697,0.0,0.0,0.0,0.000620007486574,0.0,-0.00267466051729,-0.0011580282666,0.0,0.0,0.0,-0.00116607385424,0.0
1539699411365260363,54,1539699411365260363,map,-0.00149367547193,-3.70180305347e-05,0.0,0.0,0.0,-0.000268408208058,0.0,-0.000341862753834,0.00111461101063,0.0,0.0,0.0,0.000640721139765,0.0,-0.00264548819002,-0.0011886470717,0.0,0.0,0.0,-0.00117753755588,0.0
1539699411432189703,55,1539699411432189703,map,-0.00150336601947,-2.10048985416e-05,0.0,0.0,0.0,-0.000227943952446,0.0,-0.00035155330138,0.00113062414263,0.0,0.0,0.0,0.000681185395377,0.0,-0.00265517873756,-0.00117263393971,0.0,0.0,0.0,-0.00113707330027,0.0
1539699411497882128,56,1539699411497882128,map,-0.00160258049962,-2.96091843972e-05,0.0,0.0,0.0,-0.000359934920252,0.0,-0.000445801971602,0.00112698281459,0.0,0.0,0.0,0.00057996650619,0.0,-0.00275935902765,-0.00118620118338,0.0,0.0,0.0,-0.00129983634669,0.0
1539699411565569401,57,1539699411565569401,map,-0.00159284415944,-4.30343260136e-05,0.0,0.0,0.0,-0.00037053628241,0.0,-0.000429179872848,0.00112044781032,0.0,0.0,0.0,0.000573009192172,0.0,-0.00275650844603,-0.00120651646234,0.0,0.0,0.0,-0.00131408175699,0.0
1539699411631182432,58,1539699411631182432,map,-0.00161447515574,-2.68994717787e-05,0.0,0.0,0.0,-0.000254829108563,0.0,-0.000450810869143,0.00113658266455,0.0,0.0,0.0,0.000688716366019,0.0,-0.00277813944233,-0.00119038160811,0.0,0.0,0.0,-0.00119837458314,0.0
1539699411698394775,59,1539699411698394775,map,-0.00166444920969,-1.83950845973e-05,0.0,0.0,0.0,-0.000276248156643,0.0,-0.000463556823519,0.00118231424638,0.0,0.0,0.0,0.000684634916319,0.0,-0.00286534159586,-0.00121910441558,0.0,0.0,0.0,-0.00123713122961,0.0
1539699411765721560,60,1539699411765721560,map,-0.00164718385758,-4.02965192796e-05,0.0,0.0,0.0,-0.000360140978732,0.0,-0.000430694667252,0.00117600491339,0.0,0.0,0.0,0.000625020054629,0.0,-0.00286367304791,-0.00125659795195,0.0,0.0,0.0,-0.00134530201209,0.0
1539699411832245350,61,1539699411832245350,map,-0.00165314198243,-4.44876798935e-05,0.0,0.0,0.0,-0.000387159130136,0.0,-0.000434984984219,0.00117348237983,0.0,0.0,0.0,0.000601034539729,0.0,-0.00287129898064,-0.00126245773961,0.0,0.0,0.0,-0.0013753528,0.0
1539699411898244858,62,1539699411898244858,map,-0.0016795406704,-3.12939329838e-05,0.0,0.0,0.0,-0.000435000233105,0.0,-0.000455810453973,0.00119224716111,0.0,0.0,0.0,0.000556720336359,0.0,-0.00290327088684,-0.00125483502708,0.0,0.0,0.0,-0.00142672080257,0.0
1539699411965370417,63,1539699411965370417,map,-0.0018410680408,-1.81092231737e-05,0.0,0.0,0.0,-0.000161541547769,0.0,-0.000572829808485,0.00124992575953,0.0,0.0,0.0,0.000849731437234,0.0,-0.00310930627312,-0.00128614420587,0.0,0.0,0.0,-0.00117281453277,0.0
1539699412048068523,64,1539699412048068523,map,-0.00191948308953,-3.49128325381e-05,0.0,0.0,0.0,-0.000256549495091,0.0,-0.000628575360363,0.00125577447069,0.0,0.0,0.0,0.000774554529451,0.0,-0.00321039081871,-0.00132560013576,0.0,0.0,0.0,-0.00128765351963,0.0
1539699412115305424,65,1539699412115305424,map,-0.00198164972854,-1.65156405312e-05,0.0,0.0,0.0,-0.000212452076479,0.0,-0.000712239690826,0.00125266800978,0.0,0.0,0.0,0.000840941923496,0.0,-0.00325105976626,-0.00128569929084,0.0,0.0,0.0,-0.00126584607645,0.0
1539699412181898355,66,1539699412181898355,map,-0.00197867571905,-6.76069910166e-06,0.0,0.0,0.0,-0.000238416682526,0.0,-0.000709265681334,0.00126242295121,0.0,0.0,0.0,0.000814977317448,0.0,-0.00324808575677,-0.00127594434941,0.0,0.0,0.0,-0.0012918106825,0.0
1539699412247783184,67,1539699412247783184,map,-0.0018696320542,-4.50177183879e-05,0.0,0.0,0.0,-0.000506824927922,0.0,-0.000616566007075,0.00120783776018,0.0,0.0,0.0,0.000550553199345,0.0,-0.00312269810132,-0.00129787319696,0.0,0.0,0.0,-0.00156420305519,0.0
1539699412315475225,68,1539699412315475225,map,-0.00193740946377,-2.61710167488e-05,0.0,0.0,0.0,-0.000381633942255,0.0,-0.000637117973885,0.00127390133924,0.0,0.0,0.0,0.000701496180562,0.0,-0.00323770095365,-0.00132624337273,0.0,0.0,0.0,-0.00146476406507,0.0
1539699412381577253,69,1539699412381577253,map,-0.00195141184608,-2.2820341494e-05,0.0,0.0,0.0,-0.000361087254722,0.0,-0.000632768907568,0.00129560930715,0.0,0.0,0.0,0.000736049309404,0.0,-0.0032700547846,-0.00134124999014,0.0,0.0,0.0,-0.00145822381885,0.0
1539699412448579550,70,1539699412448579550,map,-0.00197873888435,-1.23665730292e-05,0.0,0.0,0.0,-0.000178626917998,0.0,-0.000660095945838,0.00130606307562,0.0,0.0,0.0,0.000918509646129,0.0,-0.00329738182287,-0.00133079622168,0.0,0.0,0.0,-0.00127576348212,0.0
1539699412514540195,71,1539699412514540195,map,-0.00200754525115,-2.2499624307e-05,0.0,0.0,0.0,-0.000275536276303,0.0,-0.000678052919948,0.00130677404739,0.0,0.0,0.0,0.000848162860434,0.0,-0.00333703758235,-0.001351773296,0.0,0.0,0.0,-0.00139923541304,0.0
1539699412581834078,72,1539699412581834078,map,-0.00198013552357,-3.62602604482e-05,0.0,0.0,0.0,-0.000435751486833,0.0,-0.00065064319237,0.00129301341125,0.0,0.0,0.0,0.000687947649904,0.0,-0.00330962785477,-0.00136553393214,0.0,0.0,0.0,-0.00155945062357,0.0
1539699412648086548,73,1539699412648086548,map,-0.00198391450427,-4.51018976575e-05,0.0,0.0,0.0,-0.000503434416637,0.0,-0.000647223588426,0.00129137136133,0.0,0.0,0.0,0.000624504350783,0.0,-0.00332060542012,-0.00138157515665,0.0,0.0,0.0,-0.00163137318406,0.0
1539699412714553595,74,1539699412714553595,map,-0.00205123014848,-3.15793395156e-05,0.0,0.0,0.0,-0.000421611346034,0.0,-0.000665869627893,0.00135355838829,0.0,0.0,0.0,0.000725410936969,0.0,-0.00343659066907,-0.00141671706732,0.0,0.0,0.0,-0.00156863362904,0.0
1539699412781450272,75,1539699412781450272,map,-0.00210625597576,-3.49580124182e-05,0.0,0.0,0.0,-0.000317432383348,0.0,-0.000659265949844,0.00141180541519,0.0,0.0,0.0,0.000847970678962,0.0,-0.00355324600168,-0.00148172144003,0.0,0.0,0.0,-0.00148283544566,0.0
1539699412848603725,76,1539699412848603725,map,-0.00210959157999,-3.1383270245e-05,0.0,0.0,0.0,-0.000355206570002,0.0,-0.000658887981094,0.00141909262289,0.0,0.0,0.0,0.000810492643907,0.0,-0.00356029517888,-0.00148185916338,0.0,0.0,0.0,-0.00152090578391,0.0
1539699412914613008,77,1539699412914613008,map,-0.00213111718166,-3.13806533963e-05,0.0,0.0,0.0,-0.000438740910705,0.0,-0.000685813932678,0.00141369715771,0.0,0.0,0.0,0.000742742607542,0.0,-0.00357642043065,-0.00147645846451,0.0,0.0,0.0,-0.00162022442895,0.0
1539699412981991291,78,1539699412981991291,map,-0.00226586138276,-2.78075486133e-05,0.0,0.0,0.0,-0.000345240099024,0.0,-0.000757782205587,0.00148002259574,0.0,0.0,0.0,0.000854952592749,0.0,-0.00377394055994,-0.00153563769296,0.0,0.0,0.0,-0.0015454327908,0.0
1539699413048409224,79,1539699413048409224,map,-0.00226054028433,-1.86267496929e-05,0.0,0.0,0.0,-0.000340074194225,0.0,-0.000752461107155,0.00148920339466,0.0,0.0,0.0,0.000860118497548,0.0,-0.00376861946151,-0.00152645689404,0.0,0.0,0.0,-0.001540266886,0.0
1539699413114598513,80,1539699413114598513,map,-0.00223347273264,-2.20748381508e-05,0.0,0.0,0.0,-0.000355794941572,0.0,-0.00071813268067,0.00149302464655,0.0,0.0,0.0,0.000863293830051,0.0,-0.00374881278462,-0.00153717432286,0.0,0.0,0.0,-0.0015748837132,0.0
1539699413198695421,81,1539699413198695421,map,-0.00224477226365,-1.53919604979e-05,0.0,0.0,0.0,-0.000190946522969,0.0,-0.000702914192533,0.00152623465659,0.0,0.0,0.0,0.00104098417508,0.0,-0.00378663033477,-0.00155701857758,0.0,0.0,0.0,-0.00142287722102,0.0
1539699413264953852,82,1539699413264953852,map,-0.00222074046494,-3.22040018352e-05,0.0,0.0,0.0,-0.000377209263648,0.0,-0.000678882393825,0.00150942261525,0.0,0.0,0.0,0.000854721434404,0.0,-0.00376259853606,-0.00157383061892,0.0,0.0,0.0,-0.0016091399617,0.0
1539699413331690073,83,1539699413331690073,map,-0.00224045191491,-1.69797695466e-05,0.0,0.0,0.0,-0.000339872741689,0.0,-0.000685543439234,0.00153769580896,0.0,0.0,0.0,0.000911917237203,0.0,-0.00379536039059,-0.00157165534805,0.0,0.0,0.0,-0.00159166272058,0.0
1539699413398117781,84,1539699413398117781,map,-0.00242699694847,-3.68709581089e-05,0.0,0.0,0.0,-0.000358464110526,0.0,-0.000804558501489,0.00158531398122,0.0,0.0,0.0,0.000910414913476,0.0,-0.00404943539545,-0.00165905589744,0.0,0.0,0.0,-0.00162734313453,0.0
1539699413465181828,85,1539699413465181828,map,-0.00231204560405,-2.7476934823e-05,0.0,0.0,0.0,-0.000363916513462,0.0,-0.000722107759509,0.00156222475295,0.0,0.0,0.0,0.000907385985882,0.0,-0.00390198344858,-0.0016171786226,0.0,0.0,0.0,-0.00163521901281,0.0
1539699413531986237,86,1539699413531986237,map,-0.00231153564668,-3.85200017454e-05,0.0,0.0,0.0,-0.000500477350926,0.0,-0.000720564665147,0.00155221393151,0.0,0.0,0.0,0.000784695386868,0.0,-0.00390250662821,-0.001629253935,0.0,0.0,0.0,-0.00178565008872,0.0
1539699413598294973,87,1539699413598294973,map,-0.00244064152031,-2.02479785429e-05,0.0,0.0,0.0,-0.000250348574417,0.0,-0.000847540962687,0.0015725977797,0.0,0.0,0.0,0.00106417934932,0.0,-0.00403374207794,-0.00161309373678,0.0,0.0,0.0,-0.00156487649816,0.0
1539699413664879084,88,1539699413664879084,map,-0.0024072045165,-2.97131253566e-05,0.0,0.0,0.0,-0.000393825896452,0.0,-0.000814103958871,0.00156313263288,0.0,0.0,0.0,0.000920702027291,0.0,-0.00400030507412,-0.0016225588836,0.0,0.0,0.0,-0.00170835382019,0.0
1539699413731054306,89,1539699413731054306,map,-0.00255001493939,-1.5918342253e-05,0.0,0.0,0.0,-0.000327884742135,0.0,-0.00092806525528,0.00160573891131,0.0,0.0,0.0,0.00101306598084,0.0,-0.00417196462351,-0.00163757559582,0.0,0.0,0.0,-0.00166883546511,0.0
1539699413798919678,90,1539699413798919678,map,-0.0026576314082,-2.67445744759e-05,0.0,0.0,0.0,-0.000323393241182,0.0,-0.000916423844557,0.00171413051112,0.0,0.0,0.0,0.00101909460095,0.0,-0.00439883897184,-0.00176761966008,0.0,0.0,0.0,-0.00166588108332,0.0
